title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,mean_shot_length,std_dev_shot_length,max_shot_length,min_shot_length,num_shots,stddev_color_with_letterbox_r,stddev_color_with_letterbox_g,stddev_color_with_letterbox_b,detail_score_mean,detail_score_std_dev,detail_score_max,detail_score_min,dark_scene_mean_length,dark_scene_length_std_dev,dark_scene_length_max,dark_scene_length_min,dark_scene_count,dark_scene_percentage,original_format_title,movie_list_webpage_url,genre,release_date,imdb_url,mean_volume,std_dev_volume,min_volume,max_volume,sudden_rise_count_per_cut,sudden_fall_count_per_cut,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
Into-the-White,2965,123.6235,79.36410677,78.44225669,83.82978914,58.85640365,0.454466358,0.686470196,4.629625,0.041708333,270,50.0141021,47.77276726,36.76626391,0.018407028,0.018497412,0.095073002,0,0,0,0,0,0,0,Into the White,http://www.movie-list.com/trailers/intothewhite,Action/ Drama/ History ,12-Apr-13,http://www.imdb.com/title/tt1876277/,0.096336871,0.046731775,0,0.191444453,0.081967213,0.073770492,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into-the-Woods,2663,111.0275833,24.27066949,23.56235029,25.03627341,22.20693415,0.592071927,1.21410145,5.922583333,0.041708333,179,21.73207914,24.02258072,22.31571693,0.018693218,0.024932143,0.111525632,0,24.5,20.19694696,58,2,6,0.002253098,Into the Woods,http://www.movie-list.com/trailers/intothewoods,Comedy/ Family/ Fantasy/ Musical,25-Dec-14,http://imdb.com/title/tt2180411/,0.046057039,0.033683539,0,0.116810858,0.045454545,0.027272727,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
I-Origins,3604,150.275125,82.56584254,68.5940556,87.95474959,91.52316938,0.246739893,0.516756182,4.337666667,0.041708333,606,52.67119637,54.36350498,56.96177394,0.034894277,0.037802171,0.206511374,0,4.673913043,7.301144484,37,1,46,0.012763596,I Origins,http://www.movie-list.com/trailers/iorigins,,18-Jul-14,http://imdb.com/title/tt2884206/,0.121660785,0.062563957,0,0.322177819,0.120805369,0.100671141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron-Man-3,3008,125.4169583,58.99067063,54.48804817,62.00084077,55.34824124,0.270469475,0.924847139,13.05470833,0.041708333,460,42.52409519,46.00853252,49.95204041,0.015101726,0.017218564,0.187270307,0,0,0,0,0,0,0,Iron Man 3,http://www.movie-list.com/trailers/ironman3,,3-May-13,http://www.imdb.com/title/tt1300854/,0.134890152,0.084307852,0,0.28739221,0.024193548,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I-Saw-the-Light,2970,124.1220736,40.19400161,32.7749542,43.31271464,43.62284482,0.505629189,0.848556065,6.856187291,0.04180602,243,26.64038098,30.6752566,28.3731298,0.019057358,0.030862805,0.164899554,0,6.375,7.967708265,30,2,24,0.008080808,I Saw the Light,http://www.movie-list.com/trailers/isawthelight,Biography/ Drama/ Music,25-Mar-16,http://imdb.com/title/tt1490785/,0.075034662,0.034467806,0,0.16043741,0.097560976,0.06504065,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Island-of-Lemurs-Madagascar,3625,151.151,106.9795607,86.77721196,117.4573732,106.0909995,1.148093511,1.996389427,10.21854167,0.041708333,131,47.8689198,41.15159183,39.87451879,0.10393398,0.076526783,0.289864366,0,9.125,8.417801079,25,1,8,0.002206897,Island of Lemurs: Madagascar,http://www.movie-list.com/trailers/islandoflemurs,Documentary,4-Apr-14,http://imdb.com/title/tt3231010/,0.138135987,0.054384888,0,0.252678352,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I-Smile-Back,2545,106.106,60.09294478,56.81581578,61.05300436,63.79459552,0.91649529,1.062980428,5.5055,0.041708333,115,51.3442811,49.32468993,47.74619169,0.016506271,0.023692414,0.139731988,0,19.5,23.1354706,59,1,4,0.001571709,I Smile Back,http://www.movie-list.com/trailers/ismileback,Drama,23-Oct-15,http://imdb.com/title/tt3640682/,0.094568304,0.060309938,0,0.321118706,0.047619048,0.038095238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It-Follows,3145,131.131,28.44480218,26.59661748,29.2409737,29.21597936,0.905041667,1.848929684,13.30495833,0.041708333,143,21.08357937,21.6500684,17.71520308,0.019600719,0.024565861,0.134250194,0,7.259259259,9.167545787,42,1,27,0.008585056,It Follows,http://www.movie-list.com/trailers/itfollows,Thriller/ Horror,27-Mar-15,http://imdb.com/title/tt3235888/,0.092318263,0.060280086,0,0.31329896,0.123076923,0.123076923,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackass-Presents-Bad-Grandpa,3627,151.2344167,80.31244885,77.50958571,79.79079367,90.41787543,0.5344625,0.963409437,10.59391667,0.041708333,280,42.05206713,37.08678313,39.30274029,0.042024797,0.031860512,0.147107205,0,33,3,36,30,2,0.00055142,Jackass Presents: Bad Grandpa,http://www.movie-list.com/trailers/badgrandpa,Documentary/ Comedy,25-Oct-13,http://imdb.com/title/tt3063516/,0.07004708,0.034238594,0,0.134253248,0.073333333,0.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jackie-Ryan,2543,106.0225833,64.98133745,65.8751163,64.17171673,66.86374973,0.399813477,0.668686817,5.5055,0.041708333,256,28.46383549,27.51330749,26.24442584,0.013727963,0.014421519,0.066451215,0,4,5.609515725,23,1,15,0.005898545,Jackie & Ryan,http://www.movie-list.com/trailers/jackieandryan,Drama,3-Jul-15,http://imdb.com/title/tt3270108/,0.055149351,0.020749138,0,0.12677828,0.114285714,0.095238095,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jack-Ryan-Shadow-Recruit,3314,138.1797083,61.2704723,66.99439891,59.41208667,55.88554026,0.319375,0.451789627,3.003,0.041708333,429,33.72696112,31.38425928,29.95295446,0.020818286,0.021101998,0.207231637,0.001302824,0,0,0,0,0,0,Jack Ryan: Shadow Recruit,http://www.movie-list.com/trailers/jackryanshadowrecruit,Action/ Drama/ Thriller,17-Jan-14,http://imdb.com/title/tt1205537/,0.104034358,0.040138161,0,0.191530521,0.167883212,0.160583942,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jane-Got-a-Gun,3154,131.506375,29.30674946,23.41132485,30.58434111,38.21137049,0.221970755,0.575188367,9.426083333,0.041708333,587,20.79538342,26.77702691,30.74958369,0.012363196,0.016116725,0.122985026,0,3.368421053,5.6121159,26,1,19,0.006024096,Jane Got a Gun,http://www.movie-list.com/trailers/janegotagun,Action/ Drama/ Western,29-Jan-16,http://imdb.com/title/tt2140037/,0.147236095,0.03698636,0.021768843,0.217570411,0.123076923,0.123076923,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Janis-Little-Girl-Blue,1923,80.16341667,53.33217892,52.2475399,52.89202697,58.48920534,0.674284722,0.938025475,5.630625,0.041708333,114,40.36140987,40.38292607,41.99208596,0.014519962,0.021617021,0.115767144,0,13.2,9.495261976,25,1,5,0.002600104,Janis: Little Girl Blue,http://www.movie-list.com/trailers/janislittlegirlblue,Documentary,27-Nov-15,http://imdb.com/title/tt3707114/,0.070125038,0.03146974,0,0.15513435,0.151898734,0.113924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jason-Bourne,722,30.07170833,43.61414835,42.51578867,43.21078813,48.60917971,0.170288462,0.222669434,1.793458333,0.041708333,169,23.34440155,23.21377883,25.43565196,0.019107777,0.020182386,0.117015508,0,2.25,1.5612495,6,1,8,0.011080332,Jason Bourne,http://www.movie-list.com/trailers/jasonbourne,Action,29-Jul-16,http://imdb.com/title/tt4196776/,0.053467814,0.016336355,0.018941908,0.100655207,0.172413793,0.206896552,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jauja,2688,111.9583333,48.79859559,47.08427207,51.08620531,41.557054,0.33747412,0.943360221,7.5,0.041666667,322,31.68599593,33.3831825,25.76815405,0.049190152,0.043442161,0.146447855,0,11.4375,10.82224994,34,1,16,0.005952381,Jauja,http://www.movie-list.com/trailers/jauja,Drama/ Western,20-Mar-15,http://imdb.com/title/tt2514338/,0.115153005,0.06751742,0,0.361004918,0.099099099,0.054054054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jersey-Boys,3338,139.1807083,44.09072893,39.83366893,45.94350944,45.7509232,0.50141,0.730039335,5.005,0.041708333,275,37.73099881,39.74675614,40.26425712,0.026255383,0.021424432,0.105922564,0,10,11.05101805,36,1,16,0.004793289,Jersey Boys,http://www.movie-list.com/trailers/jerseyboys,Biography/ Drama/ Musical,20-Jun-14,http://imdb.com/title/tt1742044/,0.073933591,0.033268173,0,0.184727614,0.094202899,0.079710145,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jessabelle,4510,150.4503,43.26895889,39.3773291,45.95260203,39.69208623,0.364441748,0.676517869,6.6066,0.033366667,412,37.4736105,39.95801608,33.97380017,0.015580593,0.030954898,0.40555013,0,5.484848485,10.01853196,53,1,33,0.007317073,Jessabelle,http://www.movie-list.com/trailers/jessabelle,Horror/ Thriller,7-Nov-14,http://imdb.com/title/tt2300975/,0.139693541,0.072939387,0,0.323025107,0.093959732,0.087248322,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jimi-All-is-By-My-Side,2940,98.06463333,36.17095863,35.33995711,34.82283276,45.32318089,0.632675054,0.826123192,5.038366667,0.033366667,155,18.23400667,21.43107093,23.94565066,0.01768233,0.018597079,0.090661292,0,8.125,9.790780102,32,1,8,0.002721088,Jimi: All is By My Side,http://www.movie-list.com/trailers/jimiallisbymyside,Biography/ Drama/ Music,26-Sep-14,http://imdb.com/title/tt2402085/,0.148200191,0.056550163,0,0.288195972,0.092783505,0.103092784,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jingle-Bell-Rocks,2605,108.6085,89.55364942,88.4737735,88.03280598,100.2945738,0.457533226,0.649792432,3.586916667,0.041708333,232,42.40867078,40.63177889,39.48496559,0.031920938,0.027541808,0.146049262,0,0,0,0,0,0,0,Jingle Bell Rocks!,http://www.movie-list.com/trailers/jinglebellrocks,Documentary/ Comedy/ History/ Music,23-Nov-14,http://imdb.com/title/tt3219462/,0.055380364,0.017291559,0.011634912,0.08710848,0.14953271,0.168224299,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Jobs,3336,139.0972917,77.44535852,70.25952438,79.59304843,85.29532676,0.460454457,0.627527488,5.005,0.041708333,301,58.69397422,54.43691128,53.73168672,0.023759722,0.023527374,0.154588759,0,10,0,10,10,1,0.00029976,Jobs,http://www.movie-list.com/trailers/jobs,Biography/ Drama ,16-Aug-13,http://imdb.com/title/tt2357129/,0.130062939,0.062184851,0,0.283689776,0.130434783,0.123188406,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe,3580,149.274125,37.41776458,33.66408307,38.78868485,40.2334398,0.500641865,0.990132654,7.841166667,0.041708333,294,21.55205,25.68838604,28.13555907,0.016239662,0.021460475,0.117499138,0,6.074074074,10.83521668,50,1,27,0.007541899,Joe,http://www.movie-list.com/trailers/joe,Drama,11-Apr-14,http://imdb.com/title/tt2382396/,0.105397732,0.058315175,0,0.266744131,0.155405405,0.135135135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John-Wick,3646,152.026875,29.44555402,26.05218751,33.34667858,18.28118283,0.420938725,0.673417091,5.005,0.041708333,357,18.57307719,21.35439911,16.41484036,0.013860792,0.013227003,0.099075665,0.00122654,0,0,0,0,0,0,John Wick,http://www.movie-list.com/trailers/johnwick,Action/ Thriller,24-Oct-14,http://imdb.com/title/tt2911666/,0.082401321,0.044501787,0,0.178442266,0.086092715,0.086092715,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joy,2849,118.7853333,50.05237701,46.53543567,51.3785152,52.48900764,0.68739557,1.294258162,11.72004167,0.041708333,158,32.94258284,33.60121057,32.93050929,0.020677106,0.017801371,0.10069749,0,8,8.652002246,24,1,7,0.002457002,Joy,http://www.movie-list.com/trailers/joy,Biography/ Comedy/ Drama,25-Dec-15,http://imdb.com/title/tt2446980/,0.097044169,0.069288324,0,0.259003455,0.017094017,0.042735043,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jupiter-Ascending,2761,115.115,30.38474617,32.93269352,29.33963795,29.11225086,0.386880747,0.766508608,4.713041667,0.041708333,290,21.0805307,19.72123714,23.00554954,0.01648379,0.019754546,0.149854841,0,15.7,17.77948256,69,1,20,0.007243752,Jupiter Ascending,http://www.movie-list.com/trailers/jupiterascending,,6-Feb-15,http://imdb.com/title/tt1617661/,0.06704507,0.030167362,0,0.141463229,0.114035088,0.070175439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jurassic-World,3839,160.0765833,46.36261614,45.02573618,47.7862759,42.57789154,0.358353222,0.764133143,5.005,0.041708333,419,32.44541465,33.84250815,32.79547941,0.034057622,0.037513564,0.219483296,0,3.5,3.701351105,19,1,40,0.01041938,Jurassic World,http://www.movie-list.com/trailers/jurassicworld,,12-Jun-15,http://imdb.com/title/tt0369610/,0.088845799,0.07397457,0,0.340197527,0.075471698,0.056603774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Keanu,3912,163.1212917,50.35158604,45.74887787,49.71253614,65.75427831,0.840433722,1.031766311,9.217541667,0.041708333,193,21.30586098,23.11252142,25.35522125,0.020099781,0.023082046,0.158542064,0,13,11.36270703,36,1,9,0.002300613,Keanu,http://www.movie-list.com/trailers/keanu,Comedy,29-Apr-16,http://imdb.com/title/tt4139124/,0.061914599,0.029333921,0,0.15413979,0.092592593,0.080246914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin-Hart-Let-Me-Explain,3289,137.137,39.56131976,33.44092409,39.82600847,54.28035596,0.953590528,0.985923491,7.75775,0.041708333,139,33.61995614,40.51757439,43.11153263,0.03106926,0.030710787,0.173650731,0,13.25,7.790218225,24,4,4,0.001216175,Kevin Hart: Let Me Explain,http://www.movie-list.com/trailers/kevinhartletmeexplain,Documentary/ Comedy,3-Jul-13,http://imdb.com/title/tt2609912/,0.135210421,0.081351758,0,0.380625637,0.139705882,0.095588235,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kick-Ass-2,3776,157.4489583,72.00558819,66.11701714,72.58213391,84.53946632,0.286802506,0.4674089,5.005,0.041708333,542,28.38258457,29.74209512,31.06165332,0.0315738,0.023240728,0.134149019,0,6.818181818,9.398434897,35,1,11,0.002913136,Kick-Ass 2,http://www.movie-list.com/trailers/kickass2,Action/ Comedy/ Crime ,16-Aug-13,http://imdb.com/title/tt1650554/,0.061853113,0.031208608,0,0.136751598,0.147435897,0.147435897,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidnapping-Mr-Heineken,2844,118.5767917,30.50743336,24.12819583,33.20880257,33.35042563,0.430278333,0.647284584,5.005,0.041708333,275,23.68456575,28.05568235,24.23650815,0.009446333,0.015396829,0.131652561,0,5.096774194,6.300818373,29,1,31,0.010900141,Kidnapping Mr. Heineken,http://www.movie-list.com/trailers/kidnappingmrheineken,Action/ Crime/ Drama,6-Mar-15,http://imdb.com/title/tt2917388/,0.102627467,0.05087849,0,0.225604893,0.128205128,0.094017094,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Killing-Season,2373,98.93216667,42.87485545,37.09966577,45.38410869,45.13415399,0.410544315,0.543953788,2.669333333,0.041708333,236,24.58328698,27.20193772,29.03048738,0.027196538,0.038453763,0.196398208,0,2.6875,2.542605701,8,1,16,0.00674252,Killing Season,http://www.movie-list.com/trailers/killingseason,Action/ Thriller,12-Jul-13,http://www.imdb.com/title/tt1480295/,0.094781184,0.037485843,0.004082138,0.195981654,0.12371134,0.164948454,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill-Me-Three-Times,2813,117.1666667,71.49064408,57.19619626,75.39302198,88.93857122,0.342092092,0.747162932,10.25,0.041666667,333,30.24354667,32.38204756,29.65341585,0.034947808,0.037541432,0.167754604,0,5.0625,5.17770159,17,1,16,0.005687878,Kill Me Three Times,http://www.movie-list.com/trailers/killmethreetimes,Action/ Crime/ Thriller,10-Apr-15,http://imdb.com/title/tt2393845/,0.084983349,0.045391984,0.006388121,0.232723565,0.112068966,0.129310345,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill-the-Messenger,3319,138.38825,71.18922685,56.75117547,77.5439156,76.38615826,0.280870228,0.476159096,4.838166667,0.041708333,489,35.05706363,39.49283417,41.02727945,0.021095932,0.025093163,0.245359892,0,3,5.019960159,30,2,30,0.009038867,Kill the Messenger,http://www.movie-list.com/trailers/killthemessenger,Biography/ Crime/ Drama/ Thriller,10-Oct-14,http://imdb.com/title/tt1216491/,0.077337169,0.030122433,0,0.144868606,0.094890511,0.087591241,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill-Your-Darlings,2939,122.5390833,64.49891748,59.06018614,66.39375896,69.05869591,0.416656286,0.737001965,7.716041667,0.041708333,293,29.80270328,33.29111159,32.65033515,0.018893212,0.016667875,0.123256363,0.002042442,0,0,0,0,0,0,Kill Your Darlings,http://www.movie-list.com/trailers/killyourdarlings,Biography/ Drama/ Romance,16-Oct-13,http://imdb.com/title/tt1311071/,0.146967154,0.087558186,0,0.359964397,0.05785124,0.024793388,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingsman-The-Secret-Service,3529,147.147,41.77968959,35.34251037,44.89244656,42.66620274,0.351719527,0.617818009,5.25525,0.041708333,402,22.68196084,26.20944053,22.07267873,0.026357996,0.021974413,0.139869412,0.001790248,19,0,19,19,1,0.000283366,Kingsman: The Secret Service,http://www.movie-list.com/trailers/kingsman,Action/ Adventure/ Thriller,13-Feb-15,http://imdb.com/title/tt2802144/,0.130022102,0.071877821,0,0.366206955,0.075342466,0.082191781,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kiss-of-the-Damned,3584,149.4409583,30.09726078,28.69588412,29.9333798,34.6418164,0.797811275,1.178186327,8.466791667,0.041708333,187,14.62060864,17.04228792,24.79345676,0.014098073,0.01365877,0.057628674,0,5,0,5,5,1,0.000279018,Kiss of the Damned,http://www.movie-list.com/trailers/kissofthedamned,Drama/ Horror/ Romance,3-May-13,http://www.imdb.com/title/tt1959438/,0.134186352,0.070103111,0,0.354983035,0.074324324,0.081081081,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kite,3423,142.5833333,71.43207987,46.18674572,86.54015529,59.89289844,0.466120219,2.16095868,35.75,0.041666667,305,27.73872623,62.04597155,31.60906964,0.010641195,0.007325466,0.046429036,0,15.5,9.5,25,6,2,0.000584283,Kite,http://www.movie-list.com/trailers/kite,Action/ Thriller,10-Oct-14,http://imdb.com/title/tt2044801/,0.095703753,0.048775998,0.001766746,0.185628661,0.04964539,0.04964539,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knight-of-Cups,3282,136.7083333,68.47836549,72.53446616,66.93226622,65.8646779,0.429528403,0.550089953,3.416666667,0.041666667,311,35.55922157,32.85380416,31.93166464,0.023794881,0.021589244,0.118285132,0,6.875,4.342738192,13,1,8,0.002437538,Knight of Cups,http://www.movie-list.com/trailers/knightofcups,Drama/ Romance,4-Mar-16,http://imdb.com/title/tt2101383/,0.118909891,0.04272378,0,0.21934949,0.059259259,0.044444444,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Knock-Knock,757,31.5315,40.85992702,35.38600487,42.7815356,45.35341028,0.687702519,0.809023267,2.25225,0.041708333,43,26.10703822,28.35874086,28.16484731,0.014194325,0.012538413,0.050915513,0.00088092,24,0,24,24,1,0.001321004,Knock Knock,http://www.movie-list.com/trailers/knockknock,Horror/ Thriller,9-Oct-15,http://imdb.com/title/tt3605418/,0.109847155,0.076383886,0.021945718,0.305401497,0.1,0.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Krampus,3673,153.153,28.87772732,29.76412311,28.71940241,27.39422547,0.58026917,0.742168047,5.005,0.041708333,263,18.55784043,18.08906856,19.49412657,0.010358716,0.012578773,0.081359363,0,10.8,8.665640965,29,1,15,0.004083855,Krampus,http://www.movie-list.com/trailers/krampus,Comedy/ Fantasy/ Horror,4-Dec-15,http://imdb.com/title/tt3850590/,0.09647516,0.081254868,0,0.391216049,0.111842105,0.098684211,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kumiko-the-Treasure-Hunter,1435,59.80975,61.20303864,59.45357667,61.87097721,62.40439427,0.9009,0.960638222,4.379375,0.041708333,65,32.54233861,31.50963526,28.71867154,0.030345257,0.030035822,0.183758471,0,7.25,6.495190528,16,1,4,0.002787456,Kumiko/ the Treasure Hunter,http://www.movie-list.com/trailers/kumiko,Drama,13-Mar-15,http://imdb.com/title/tt3263614/,0.118819567,0.078110708,0.005234488,0.24435266,0.034482759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung-Fu-Panda-3,3036,126.5847917,53.56617502,39.69895842,58.85465883,62.74097903,0.557919096,1.12944292,7.173833333,0.041708333,223,28.02390621,34.96475424,34.61373297,0.040366893,0.034656562,0.158954443,0.000114258,0,0,0,0,0,0,Kung Fu Panda 3,http://www.movie-list.com/trailers/kungfupanda3,Animation/ Action/ Adventure,29-Jan-16,http://imdb.com/title/tt2267968/,0.066724282,0.046820681,0,0.164580326,0.072,0.072,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Labor-Day,3670,153.027875,52.03389859,43.20764781,53.51745726,67.58232669,0.477797996,0.65312692,5.005,0.041708333,316,17.77637993,18.63443178,21.90436286,0.025238865,0.027932857,0.151600092,0,6.894736842,13.71858032,49,1,19,0.005177112,Labor Day,http://www.movie-list.com/trailers/laborday,Drama,31-Jan-14,http://imdb.com/title/tt1967545/,0.092625179,0.034375692,0,0.170047467,0.065789474,0.052631579,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laggies,3379,140.89075,67.45576273,61.60421275,68.65890171,76.66217749,0.561471218,0.737757913,5.005,0.041708333,249,48.19225361,47.97369041,47.10095341,0.027134523,0.025938572,0.145693359,0,14,10.01427552,26,1,7,0.002071619,Laggies,http://www.movie-list.com/trailers/laggies,Comedy/ Drama,24-Oct-14,http://imdb.com/title/tt2034031/,0.087655564,0.041642254,0,0.195488671,0.050359712,0.043165468,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lap-Dance,2353,98.098,59.81887415,66.42126122,55.13869858,66.65915002,0.342478286,0.543997777,4.25425,0.041708333,284,46.56269303,41.43692346,37.89659939,0.012672763,0.012995613,0.084494198,0,7.166666667,8.30160627,30,1,18,0.007649809,Lap Dance,http://www.movie-list.com/trailers/lapdance,Drama,5-Dec-14,http://imdb.com/title/tt2392385/,0.07746638,0.044828701,0,0.199569379,0.144329897,0.164948454,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last-Knights,3600,150.1082917,36.28752594,36.19883253,36.45076104,35.71138742,0.359010965,0.601185841,5.005,0.041708333,418,21.96653855,23.09388322,19.91819912,0.011402529,0.013561585,0.095529475,0,2.716981132,3.74859651,24,1,53,0.014722222,Last Knights,http://www.movie-list.com/trailers/lastknights,Action/ Adventure,3-Apr-15,http://imdb.com/title/tt2493486/,0.107771951,0.040144244,0,0.2140477,0.167785235,0.120805369,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Last-Vegas,1611,67.08333333,49.35899286,35.72121946,54.75241709,57.3881713,0.475435323,0.829815533,6.958333333,0.041666667,134,24.98176783,30.69525493,28.53373662,0.034505523,0.030943887,0.167331299,0,8,6.164414003,16,1,3,0.001862197,Last Vegas,http://www.movie-list.com/trailers/lastvegas,Comedy,1-Nov-13,http://imdb.com/title/tt1204975/,0.041540326,0.025267249,0,0.095864871,0.119402985,0.134328358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend,2289,95.33333333,74.01182975,67.33213945,75.66087985,83.09927009,0.36198946,0.665731042,4.375,0.041666667,253,37.29638413,41.65062053,43.76795171,0.022897184,0.020102554,0.098247208,0,18.84615385,10.31687306,48,7,13,0.005679336,Legend,http://www.movie-list.com/trailers/legend,Fantasy/ Adventure/ Romance,18-Apr-86,http://imdb.com/title/tt0089469/,0.114266684,0.043967105,0.0335866,0.217072868,0.074468085,0.074468085,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Legends-of-Oz-Dorothys-Return,3553,148.148,89.30240703,79.59055134,93.36999921,93.90001488,0.255762754,0.512169103,5.005,0.041708333,575,51.181897,51.98692517,54.31317441,0.047180514,0.046684384,0.213902995,0,21,5.656854249,25,13,3,0.000844357,Legends of Oz: Dorothy's Return,http://www.movie-list.com/trailers/legendsofozdorothysreturn,Animation/ Family/ Musical,9-May-14,http://imdb.com/title/tt0884726/,0.087735284,0.025532092,0,0.127138865,0.047619048,0.06122449,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
Leonie,3415,142.39225,37.15119536,24.20766747,41.25059957,50.01247021,0.496270833,0.993277685,6.131125,0.041708333,286,25.71945414,27.73826156,30.35954632,0.019500625,0.021135593,0.143065321,0,1.375,0.695970545,3,1,8,0.002342606,Leonie,http://www.movie-list.com/trailers/leonie,Biography/ Drama,22-Mar-13,http://www.imdb.com/title/tt1426328/,0.046948543,0.023776148,0.00571655,0.120423991,0.127659574,0.120567376,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
